name,boxoffice,Unit,Director,genre,date,actor
蚁人2：黄蜂女现身,83100,万,佩顿·里德,"动作,冒险,科幻",2018-08-24大陆上映,"劳伦斯·菲什伯恩,乔·布卡罗三世,玛德琳·麦格劳,肖恩·克莱尔,本·戴维斯,斯坦·李,米歇尔·方,玛塞拉·布拉吉奥,凯文·费奇,戈兰·卡斯蒂克,伊万杰琳·莉莉,米歇尔·菲佛,托里·沃格尔,雅各布·埃文斯,海莉·洛维特,扎卡里·卡伯森,莎朗·斯通,朱迪·格雷尔,亚当·麦凯,保罗·路德,埃里克·萨默斯,斯特凡·切雷蒂,布莱恩·赫斯基,鲍比·坎纳瓦尔,蒂姆·海德克,汤姆·夏普林,克里斯托弗·贝克,迈克尔·道格拉斯,沃尔顿·戈金斯,贾迈尔·钱伯斯,卡茜·亨德利,迈克尔·瑟沃瑞斯,林童,威廉·W·巴伯,拉塞尔·厄尔,杰西卡·卡林顿,盖尔·甘布尔,兰道尔·朴,达克斯·格里芬,T.I.,约瑟夫·阿梅,安迪·阿尼斯,汉娜·乔恩-卡门,罗布·阿切尔,塞尔吉奥·布里奥内斯,大卫·达斯马齐连,迈克尔·狄龙,朱莉娅·维拉,丹尼尔·萨迪克,布莱恩·卢戈,艾比·莱德·弗特森,加百利·法拉利,伊万·雅格布斯,克里斯·加恩,安德鲁·贝伦,迈克尔·佩纳,罗伯特·廷斯利,杰克·汉森,约翰·盖蒂尔,克里斯·麦克纳,雷妮·莫尼梅克,蒂莫西·卡尔"
阿尔法：狼伴归途,11400,万,艾尔伯特·休斯,"动作,冒险,家庭",2018-09-07大陆上映,"Chuck,露西·舒比,丹尼尔·塞巴斯蒂安·维登豪普,普里亚·拉贾拉特南,斯图尔特·M·贝瑟,艾尔伯特·休斯,达恩·威登霍普,娜塔莎·迈尔兹,露易斯·罗斯纳,蕾奥娜·维埃拉,Kyle Glenn Thomas,柯蒂·斯密特-麦菲,摩根·弗里曼,梅赛德斯·德拉泽尔达,帕特里克·弗拉纳根,Louis Lay,约翰·威雷特,安德鲁·罗纳,约翰内斯·豪克尔·约翰内森,延斯·赫尔腾,迈克尔·克鲁斯-代赫勒,郭广昌,斯潘塞·博加特,马辛·科瓦奇克"
江湖儿女,6993,万,贾樟柯,"爱情,犯罪",2018-09-21 10:00大陆上映,"汪天云,朱玮杰,任仲伦,李宣,梁嘉艳,刘维新,徐峥,王晶,张阳,张译,董子健,傅若清,丁嘉丽,董平,黄志明,林旭东,冯家妹,王中军,市山尚三,赵涛,项绍琨,张冬,杨劲松,查娜,廖凡,刁亦男,纳塔那·卡米兹,林强,埃里克·戈蒂耶,李捷,陈辉,刘湜雨,肖飞,张一白,王中磊,贾樟柯"
快把我哥带走,37500,万,郑芬芬,"喜剧,奇幻",2018-08-17大陆上映,"陈健,彭昱畅,吕旭,廖庆松,王硕,方翔锐,赵今麦,王希文,顾晓芸,张抗,陈希圣,郑芬芬,张子枫,赵越,姜宏波,许力文,孙泽源,张颖,马欣,徐光宇,刘冠毅,李晔,幽·灵"
镰仓物语,4851,万,山崎贵,"剧情,奇幻",2018-09-14大陆上映,"宇多田光,吉行和子,国村隼,古田新太,桥爪功,山崎贵,三浦友和,大仓孝二,田中泯,中村玉绪,药师丸博子,鹤田真由,安藤樱,堺雅人,市川实日子,神户浩,堤真一,室毅,高畑充希,佐藤直纪,要润"
大闹西游,3785,万,马系海,"喜剧,动画,家庭",2018-09-22大陆上映,"马系海,沈达威,张继峰,湛晓芸,谢泽鹏,李国凯,刘北辰,周志锋,董睿,陶典,张琛,吕建民,孙晔,谭贵彬,马小高,史学莹,唐彪,张梦珂"
一出好戏,135500,万,黄渤,"剧情,喜剧",2018-08-10大陆上映,"李勤勤,梁静,刘敏,查慕春,黄湛中,王迅,迟辅航,袁子芸,刘彦卿,高小阳,徐峥,王宝强,于和伟,黄渤,张艺兴,李又麟,克里斯·哈格福斯·达尔莫,郭俊立,孙仲秋,张磊,曾剑,房晓航,杨凯迪,康利,陈德森,宁浩,邢爱娜,张宇轩,管虎,舒淇,魏嘉镁,崔斯韦,张冀"
苏丹,3614,万,阿里·阿巴斯·札法,"剧情,爱情,动作",2018-08-31大陆上映,"萨尔曼·汗,布拉汉姆·艾克巴赫,马克·扎罗,汉斯·马雷罗,玉尔娃希.拉吾塔拉,阿迪提亚·乔普拉,阿里·阿巴斯·札法,泰伦·伍德利,法如克·贾法尔,库玛·米什拉,卡比尔·汗,马雷塞·克伦普,阿米特·萨特,Björn Freiberg,安努舒卡·莎玛,希巴妮·丹德卡尔,帕里卡沙特.萨赫尼,罗恩·斯穆安伯格,库布拉·萨特,兰迪普·弘达"
传奇的诞生,2828,万,"杰夫·泽姆巴利斯特,迈克尔·泽姆巴利斯特",剧情,2018-09-07大陆上映,"杰夫·泽姆巴利斯特,布兰登·威尔逊,菲尔·米勒,索·豪黑,迈克尔·泽姆巴利斯特,拉斐尔·托梅,费利佩·西马斯,马丽雅娜·努涅斯,托尼娅·科妮斯,科尔姆·米尼,莱昂纳多·利马·卡瓦柳,拉斐尔·亨里克斯,布莱恩·格雷泽,米尔顿·哥恩卡维斯,凯文·德·保拉,玛丽安娜·巴尔沙,迪耶戈·博内塔,塞思·迈克尔斯,贝利,阿德里亚诺·阿拉贡,小埃里克·贝尔,文森特·多诺费奥,罗德里戈·桑托罗,安德瑞马托斯"
西虹市首富,254700,万,"闫非,彭大魔",喜剧,2018-07-27大陆上映,"陈昊明,尤士鹏,彭飞,乔治·巴尔·麦卡奇翁,时玮,张一鸣,杨江,包贝尔,杨皓宇,王赞,彭大魔,王成思,梁宏达,张晨光,林炳宝,沈腾,臧一人,九孔,孙明,黄杨,刘鉴,徐冬冬,周桦宸,彭安宇,赵自强,杨文哲,马驰,常远,魏翔,郎咸平,陶亮,闫非,乔恩·周,刘小,赵楠,张向宇,刘松,迈克尔·J·吉拉普,杨沅翰,王力宏,宋芸桦,骆佳,李立群,黄才伦,张绍刚,艾伦,田甜,贾舒涵,周逸夫,蓝波儿"
精灵旅社3：疯狂假期,22300,万,格恩迪·塔塔科夫斯基,"喜剧,动画,奇幻",2018-08-17大陆上映,"亚当·桑德勒,李元韬,乔·怀特,吉姆·加菲根,约瑟夫·亚当·乔纳斯,史蒂夫·布西密,莫莉·香侬,克莉丝汀·泰根,阿什·布林克夫,法兰·德瑞雪,凯文·詹姆斯,安迪·萨姆伯格,格恩迪·塔塔科夫斯基,迈克尔·麦库勒斯,克里斯·帕内尔,托德·杜伦,科甘-迈克尔·凯,赛琳娜·戈麦斯,莎蒂·桑德勒,大卫·斯佩德,凯瑟琳·哈恩,梅尔·布鲁克斯,珊妮·桑德勒"
巨齿鲨,105100,万,乔·德特杜巴,"动作,冒险,科幻",2018-08-10大陆上映,"巴里·M·奥斯本,史蒂夫·艾尔顿,Amanda Neale,蔡书雅,李冰冰,蒂姆·王,埃里希·霍贝尔,安佑森,雷恩·威尔森,柯林·威尔逊,迪恩·乔格瑞斯,丘增,史蒂文·A·戴维斯,托万达·马尼莫,格兰特·梅杰,洛伦佐·迪·博纳文图拉,凯利·松本,兰迪·格林伯格,杰拉尔德·R·莫伦,应旭珺,杰森·斯坦森,安得烈·格兰杰,罗伯特·泰勒,鲁比·罗丝,杰西卡·卡林顿,史提芬·肯珀,农翠怀恩,贝拉·艾弗里,杰西卡·麦克娜美,姜伟,乔·霍贝尔,赵文瑄,奥拉维尔·达里·奥拉夫松,克利夫·柯蒂斯,佩吉·肯尼迪,詹姆斯·范德比尔特,罗伯·基帕-威廉姆斯,哈里·格雷格森-威廉姆斯,买红妹,维他亚·潘斯林加姆,汤姆·斯特恩"
爱情公寓,55500,万,韦正,"喜剧,爱情",2018-08-10大陆上映,"陈洪伟,许和琪,王健安,汪远,孔雪儿,刘天佐,陈旭明,于立,李佳航,赵子豪,常钰,罗姝涵,韦正,张双利,徐梦洁,刘雨昕,袁弘,曹福利,邹杰,刘萌萌,朱桢,榕榕,韩丹,张希雅,娄艺潇,赵志伟,关凯元,严丰,张悠然,孙艺洲,李金铭,陈赫,南派三叔,邓家佳,张阳冰"
狄仁杰之四大天王,60600,万,徐克,"动作,悬疑,奇幻,武侠,古装",2018-07-27大陆上映,"陶昆,王中磊,崔悦,池明求,李景文,张家鲁,吴潇娜,蔡崇晖,刘芊孜,李林,郑志昊,杨庭恺,川井宪次,蔡洙应,王贺,陈国富,冯绍峰,前川英章,许明虎,杨一威,刘嘉玲,李炳雷,赵又廷,王中军,汪汐潮,孙蛟龙,马思纯,盛鉴,詹德发,电电,张艺骞,林更新,曾茂军,铁男,阮经天,王青青,唐古特·宝日夫,贾伟,杨伟东,张大军,黄路霏,李捷,张傲月,徐克,牟凯凯,施南生,叶宁,程昱泓"
欧洲攻略,15300,万,马楚成,"爱情,喜剧,动作",2018-08-17大陆上映,"谢婷婷,张嘉辉,黎烈弓,小柯,张抗,韩冠华,元秋,奚仲文,关莉娜,陈语安,林德信,小彭,刘家勇,吴理璐,李星宇,梁朝伟,马柏全,白宇,周小飞,杰佳·亚宁,吴亦凡,金培达,杜鹃,彭绮华,林子祥,王家卫,华栖龙,唐嫣,白希珀,马楚成,雅各布 格拉夫,白伊廷,麦汉恒,白伊可,罗莽"
大师兄,14600,万,阚家伟,"喜剧,动作",2018-08-24大陆上映,"布拉汉姆·艾克巴赫,麦克·里德,陈乔恩,李枫,李靖筠,吕良伟,乔治,汤君耀,张文杰,王雅琳,阚家伟,王晶,胡枫,刘朝健,陈大利,林秋楠,张坚庭,骆明劼,林嘉华,甄子丹,麦洛新,喻亢,骆应钧,汤君慈,欧阳伟豪,云千千,耶斯·利奥丹,楼南光,王凯"
新乌龙院之笑闹江湖,13000,万,朱延平,"剧情,喜剧,动作",2018-08-17大陆上映,"王宁,宋小宝,成亚珺,张耀升,王智,郝劭文,朱凌锋,陈文强,雷颂德,李欣蕊,张峻豪,梁超,李波,海心,叶全真,牛欣炜,曾志伟,孔连顺,莫少奇,林朝阳,吴孟达,张子栋,今井隆星,荣蔓嫚"
风语咒,11200,万,刘阔,"动画,冒险,奇幻",2018-08-03大陆上映,"岳骏,苗壮,舒敦杭,王思琦,赵述仁,边江,张震,林宁,白雪岑,路知行,周铁男,山新,褚珺,王冠南,胡坚则,郭政建,刘美奂,惠龙,于奥,刘瑞芳,张轶弢,苏俣,陶虹,刘梓乾,张博恒,周雨,阎萌萌,王凯"
神秘世界历险记4,10400,万,"王云飞,张林旭,李佳怡","动画,冒险,奇幻",2018-08-03大陆上映,"郭政建,李佳怡,赵一博,阎么么,张林旭,林强,魏超,马华,赵博一,李汉奇,咩咩,张磊,图特哈蒙,白雪岑,王云飞"
小偷家族,9675,万,是枝裕和,"剧情,犯罪",2018-08-03大陆上映,"池松壮亮,松冈茉优,绪形直人,片山萌美,黑泽和子,柄本明,近藤龙人,山田裕贵,中川雅也,安藤樱,瑛莲,城桧吏,森口瑶子,树木希林,佐佐木美结,池胁千鹤,莳田彩珠,是枝裕和,细野晴臣,高良健吾"
浴血广昌,9537,万,"高峰,张馨","战争,历史",2018-08-01大陆上映,"马晓伟,郑昊,卢秋宏,邱云鹤,张永达,冯恩鹤,张馨,何达,祝希娟,刘英学,李建军,杨俊生,高小阳"
摩天营救,66900,万,罗森·马歇尔·瑟伯,"动作,惊悚,冒险",2018-07-20大陆上映,"艾德里安·霍姆斯,道恩·强森,比特里斯·金,法比欧·塔索恩,内芙·坎贝尔,昆凌,文峰,黄经汉,拉桑德拉·吉布森,杰特·克莱恩,拜伦·劳森,保罗·麦克吉莱恩,维努斯·特雷佐,马志,姜伟,凯文·兰金,诺亚·泰勒,罗森·马歇尔·瑟伯,卡洛·余,罗兰·默勒,马特·欧莱瑞,吴嘉星,诺亚·科特雷尔,关永扬,巴勃罗·施瑞博尔,麦肯纳·罗伯茨"
我不是药神,309900,万,文牧野,"剧情,喜剧",2018-07-05大陆上映,"王砚辉,邓飞,尚进,王宇涵,王佳佳,李同,富康,邵云,王易冰,张朋,岳小军,王博学,陈纯昆,施雁,李淼,徐峥,瑞安·D·罗梅罗,舒巴姆·古普塔,张苗,富冠铭,苇青,杨新鸣,吴宏亮,刘开珞,朱耕佑,贾晨飞,文牧野,董平,盛志民,谭卓,刘忠谨,喜利图,韩家女,钟伟,张海艳,王传君,曹勇,郑剑锋,章宇,张岩,刘明轶,项绍琨,康利,宁浩,陈砺志,黄超,樊路远,毛伟良,刘瑞芬,尹哲,黄欣,张子贤,Gaurav Dev Kaushal,刘瑞芳,李乃文,刘頔,宋歌,韩璐,岳洋,钱丹·阿拉,巴拉特·巴蒂,周健森,李捷,朱琳,周一围,龚蓓苾"
爸，我一定行的,4707,万,蓝鸿春,"剧情,喜剧",2018-08-24大陆上映,"苏细珍,林俊鑫,陈昱曦,周素琴,张咏娴,蓝鸿春,张翼就,郑鹏生,郑辉松,李树浩,陈锦标,郑润奇"
的士速递5,3121,万,弗兰克·盖思堂彼得,"喜剧,动作",2018-08-03大陆上映,"马利克·班泽拉,朗齐·贝迪亚,夏洛特·加布里斯,吕克·贝松,Sissi Duparc,文森特·理查德,斯特凡纳·卡赞吉安,爱德华·蒙多特,茂萨·马斯克里,塞尔维托·埃斯波西多,萨巴纳·奥扎尼,弗兰克·盖思堂彼得,伯纳尔·法西"
邪不压正,58300,万,姜文,"剧情,喜剧,动作",2018-07-13大陆上映,"杨受成,常君,彭于晏,李泽旭,王汁,孙悦,杨巍,凯文·史派西,郑志昊,张望,曹伟杰,何冀平,胡德印,周韵,丁嘉丽,王绍帅,安德鲁·拉泽尔,谷垣健治,赵毅军,李非,严华,康利,张镒麟,张北海,张琪,李梦,许晴,张宇轩,柳青,姜文,袁姗姗,泽田谦也,廖凡,穆辰,董仲民,杨月娟,尼古拉斯·埃热拉,史航,周逸夫,安地,谢征宇,吕建楚,张叔平,利雅博"
动物世界,50900,万,韩延,"动作,悬疑,冒险",2018-06-29大陆上映,"郑辰,韩延,陈洪伟,韩冠华,宋晓杰,潘登,衣云鹤,陈纯昆,福本伸行,汪大勇,王军,尼尔·阿克里,陈祉希,王洪波,迈克尔·道格拉斯,李易峰,曹炳琨,喜利图,吴彦姝,周冬雨,王戈,凯文·李,迟嘉,雷汉,阿尔贝托·兰切洛蒂,马龙,张隽溢,苏可,姚安濂,李宜娟"
侏罗纪世界2,169500,万,胡安·安东尼奥·巴亚纳,"动作,冒险,科幻",2018-06-15大陆上映,"拉菲·斯波,德里克·康纳利,雅努什·卡明斯基,丹尼尔·厄根,Neil Bishop,贾斯蒂斯·史密斯,迈克尔·克莱顿,史蒂文·斯皮尔伯格,黄荣亮,戴维·奥拉瓦莱·阿印德,Jordan Parsons,罗伯特·埃姆斯,丹尼尔·斯蒂森,Jake Kearney,杰夫·高布伦,皮特·杰森,凯瑟琳·肯尼迪,罗南·萨莫尔斯,科林·特雷沃罗,弗兰克·马歇尔,贾格·帕特尔,Bao Tieu,托比·琼斯,迈克尔·帕帕约翰,布莱丝·达拉斯·霍华德,丹妮艾拉·皮内达,爵克·哈迪,克里斯·帕拉特,Paul Sockett,詹姆斯·克伦威尔,泰德·拉文,伊莎贝拉·瑟蒙,Saint Thompson,Mitchell L. Johnson,麦克斯·贝克,杰拉丁·卓别林,卡米尔·雷米泽斯基,吉尔·科雷林,费斯·费伊"
新大头儿子和小头爸爸3：俄罗斯奇遇记,15800,万,何澄,"动画,冒险,奇幻",2018-07-06大陆上映,"卞智洪,刘纯燕,吴楠,周沁,鞠萍,耿晨晨,陈苏,黄炜,李晔,周志强,董浩,红果果"
超人总动员2,35400,万,布拉德·伯德,"动画,动作,冒险",2018-06-22大陆上映,"塞缪尔·杰克逊,伊莎贝拉·罗西里尼,托亚·特纳,Stephen Schaffer,迈克·吉亚奇诺,杰森·李,约翰·拉岑贝格,John Walker,伊莱·富西尔,布拉德·伯德,乔纳森·班克斯,金伯利·阿代尔·克拉克,霍利·亨特,杨千嬅,莎拉·沃威尔,约翰·拉塞特,妮可·帕拉迪斯·格林德尔,格雷格·T·尼尔森,鲍勃·奥登科克,凯瑟琳·基纳,索菲亚·布什,赫克·米尔纳"
神奇马戏团之动物饼干,6488,万,"托尼·班克罗夫特,斯科特·克里斯汀·萨瓦","喜剧,动画,家庭",2018-07-21大陆上映,"塔拉·斯特朗,La Peikang,伊恩·麦克莱恩,艾米莉·布朗特,Taylor Huang,西尔维斯特·史泰龙,Manuel Pérez Sanz,詹姆斯·阿诺德·泰勒,Harry Mok,韩磊,约翰·卡拉辛斯基,Alyssa Trama,关雷溟,帕特里克·沃伯顿,雷文-西蒙尼,胡明一,Armand Serrano,Donna Lynne Sava,Mu Yedong,Leiming Guan,凯莉·库柯,Stefano Tsai,吉尔伯特·戈特弗雷德,丹尼·德维托,李卓辰,Jamie Thomason,Brendan Sava,Michael Favelle,Pan pan Wu,Lydia Rose Taylor,斯科特·克里斯汀·萨瓦,哈维·费斯特恩,George Lee,Nathalie Martinez,Sam Chi,凯文·格雷维奥斯,Simon Valdimir Varela,华莱士·肖恩,迪恩·洛雷,Marcus Englefield,穆业冬"
阿修罗,4984,万,张鹏,"动作,爱情,奇幻",2018-07-13大陆上映,"凯洱,杨真鉴,吴磊,恩吉拉·迪克森,董琦,明道,奥斯卡·契柯尼,多布杰,梁家辉,张艺上,冯嘉怡,徐一鑫,伯特里克·麦基亚,马泰,张浩,图卡,帕特里克·穆尔,赵楠,杨洪涛,刘嘉玲"
金蝉脱壳2：冥府,9132,万,史蒂芬·C·米勒,"动作,惊悚,犯罪",2018-06-29大陆上映,"约瑟夫·布莱克·门泽尔,德方塔·弗里曼,丽迪雅·赫尔,麦克·里德,约翰·威斯利·查特曼,奚梦瑶,西尔维斯特·史泰龙,戴夫·巴蒂斯塔,罗曼·米蒂齐扬,泰勒·乔恩·奥尔森,德里克·瑞安·杜克,彼特·温兹,戈登·迈克尔斯,J·麦克罗伊,大卫·邓斯顿,唐辰瀛,埃里克·本德罗斯,埃里克·纽纳姆,泰伦·伍德利,佩里·约翰逊,瑞恩·牛顿,阿什利·库萨托,50分,罗温·布赛义德,罗旖凡,乔·吉尔希翁,迈尔斯·查普曼,贝莉·柯伦,文森特·杨,阿方索·A·杰克逊,泽科·扎基,马克·希克斯,婕咪·埃迪,黄晓明,提图斯·维里沃,科里·温斯顿,杰西·麦特卡尔菲,谢伊·巴克纳,巴迪·沃特金斯,奥罗拉·卡琳,蒂莫西·米勒,杰米·金,罗伯特·廷斯利"
幸福马上来,10100,万,"冯巩,崔俊杰","剧情,喜剧",2018-06-08大陆上映,"薛昊婧,牛莉,贾玲,岳云鹏,乔治,杨菁奕,黄建新,张小斐,涂松岩,束焕,潘斌龙,管喆,宋宁,刘昊然,张婉儿,白凯南,毛俊杰,梁超,王宏坤,郭军浩,侯林林,姜宏波,崔俊杰,夏凡,梁天,冯巩,张阳冰,王凯"
汪星卧底,1499,万,拉加·高斯内尔,"剧情,喜剧",2018-07-20大陆上映,"艾伦·卡明,鲁保罗,丹尼尔·厄根,斯坦利·图齐,麦克斯·博特金,娜塔莎·雷昂,荣妮·安柯纳,加布里埃尔·伊格莱西亚斯,Oliver Tompsett,迪莉娅·谢泼德,安迪·比克维奇,乔治,沙奎尔·奥尼尔,威尔·阿奈特,凯瑞·莎勒,奥马尔·查帕罗,乔丁·斯帕克斯,马克·海曼,王凯,克里斯托弗·布莱恩·布里奇斯"
猛虫过江,20300,万,小沈阳,"喜剧,动作",2018-06-15大陆上映,"范宏祥,沈春阳,小沈阳,姚中仁,苑琼丹,郭勇,陈汉典,纳豆,金士杰,九孔,陈惠敏,天然,高捷,安宾,肖央,潘斌龙,马浴柯,曹瑞,胡明,刘桦,宋芸桦,李立群,张鹏程,杨树林,任雅静"
淘气大侦探,1041,万,"约翰·斯蒂文森,约翰·斯蒂芬森","剧情,动画,冒险",2018-07-20大陆上映,"马特·卢卡斯,艾米莉·布朗特,斯戴芬·莫昌特,Gang Chi,安迪·赖利,约翰·斯蒂芬森,Eve Webster,Gary Bradbury,玛丽·布莱姬,凯文·塞西尔,切瓦特·埃加福特,Xin Zhao,埃米莉·库克,Leyla Hobart,罗莎莉·克雷格,德克斯特·弗莱彻,理查德·威尔逊,奥兹·奥斯朋,迈克尔·凯恩,阿什利·詹森,吴汉章,约翰尼·德普,史蒂夫·汉密尔顿·肖,凯茜·格林伯格,埃尔顿·约翰,Dan Starkey,本·扎佐夫,玛吉·史密斯,詹米·德米特鲁,朱丽·沃特斯,詹姆斯·麦卡沃伊,斯蒂芬·怀特,凯利·阿斯博瑞,Javone Prince"
小悟空,881,万,"叶伟青,王以立","喜剧,动画,冒险",2018-07-14大陆上映,"麦知行,郭政建,刘艳娥,陆庚宜,昱霖,雷秦,林强,Aaron Mendelsohn,黎明,王玉琪,高伟豪,讲武生,张遥函,陈子平,张志新,图特哈蒙,林兰,王以立,杨天翔,林建岳"
阿飞正传,1974,万,王家卫,"剧情,爱情,犯罪",2018-06-25大陆上映,"朱继生,刘镇伟,江道海,陈明道,邓光宙,张曼玉,刘德华,董玮,奚杰伟,张国荣,梁朝伟,Ling-Hung Ling,哈维尔·库加特,敖志君,谭家明,阿莉西亚·阿隆索,刘嘉玲,Nonong Talbo,吴惠姗,Hung Mei-Mei,江约诚,张学友,邱伟明,Tita Muñoz,Elena Lim So,彭绮华,潘迪华,Mei-Mei Hung,王家卫,Angela Ponos,吕丽桦,Danilo Antunes,杜可风,邓光荣,梁凤英,张叔平,Maritoni Fernandez,JoAnn Cabalda Banaga"
您一定不要错过,528,万,"崔永元,麦丽丝,德格娜,张大磊,杜粮",纪录片,2018-07-06大陆上映,"三宝,凌玲,饶曙光,麦丽丝,索依洛,云光中,廖祥忠,谢飞,许钟民,王恒俊,艾丽娅,王心刚,娜仁花,张宏,王晓棠,葛根塔娜,岳晓湄,朱兰琪琪柯,林卉,解瑞,腾格尔,冯玉臻,于洋,娜敏,陈文申,兰毅,崔永元,刘建中,锡林,巴音,丁俊杰,杜粮,德格娜,宁才,涂们,巴德玛,斯琴高娃,王继平,张大磊,梁植,贺敬党,伍立,恩和森,孙崇磊,哈斯高娃,王雪峰,白洁,胡庆刚,牛颂,李景福"
超时空同居,89900,万,苏伦,"喜剧,爱情,奇幻",2018-05-18大陆上映,"郑辰,彭飞,陈健,范明,佟丽娅,陈忠明,王正佳,杨迪,徐峥,李光洁,于和伟,苏伦,李念,方龄,刘迟,张衣,杨玏,崔凯,陈昊,王均铭,雷佳音,刘瑞芳,刘刘,陶虹"
哆啦A梦：大雄的金银岛,20900,万,今井一晓,"动画,冒险",2018-06-01大陆上映,"折笠富美子,关智一,早见沙织,嘉数由美,松本保典,水田山葵,大友龙三郎,大原惠美,长泽雅美,藤子·F·不二雄,山下大辉,星野源,川村元气,木村昴,悠木碧,三石琴乃,高桥茂雄,大泉洋"
复仇者联盟3：无限战争,239000,万,"安东尼·罗素,乔·罗素","动作,冒险,科幻",2018-05-11大陆上映,"德梅特里·兰德尔,彼特·丁拉基,凯瑞·康顿,斯坦·李,雅各·巴塔伦,艾米丽塔·T·冈萨雷斯,Chase Ledgerwood,Katy Tiemann,John Schier,所罗门·格夫,Marija Juliette Abney,Shawn South,布莱德利·库珀,小罗伯特·唐尼,Luke Maher,Matthew Excel Simmons,Laura Miller,莫妮卡·甘德顿,塞巴斯蒂安·斯坦,克里斯托弗·马库斯,温斯顿·杜克,本尼迪克特·康伯巴奇,丹尼尔·萨迪克,汤姆·赫兰德,寇碧·史莫德斯,Blair Jasin,Edu Sallouti,格温妮斯·帕特洛,Nicholas Simon,Ari Costa,詹姆斯·古恩,阿丽亚娜·格林布拉特,安东尼·麦凯,乔什·布洛林,丹·德里伍,Edward Parker,Ethan Dizon,露西·卡罗尔,雷妮·莫尼梅克,Matthew Christensen,Matthew Schmidt,阿隆·拉扎尔,戴维·温斯坦,Olaniyan Thurmon,吉姆·斯特林,Travis Thompson,詹姆斯·斯特林,迈克尔·詹姆斯·肖,Marie Mouroum,贾迈尔·钱伯斯,哈里森·奥斯特菲尔德,Tony Dupar,Bill Mantlo,David Dman Escobar,马克·鲁法洛,Ameenah Kaplan,埃蒙·巴特勒,克里斯蒂娜·韦布林,Darren Bailey,Richard Baker,威廉·赫特,本尼西奥·德·托罗,Jen Underdahl,亚伦·史维斯查,Ryan Allen,伊莎贝拉·阿玛拉,克里斯·帕拉特,Mallory Kidwell,劳拉·丹德里奇,凯伦·吉兰,Michael David Yuhl,凯文·费奇,佐伊·索尔达娜,戴文·科利尔,JoAnn Perritano,詹姆斯·阿邦纳瓦斯,Bruce Holcomb,汤姆·希德勒斯顿,丹娜·奎里拉,肖恩·古恩,海登·瓦尔希,Michael Anthony Rogers,斯蒂芬·麦克菲利,纳达拉扬·乌莎·阿布希,唐·钱德尔,乔恩·费儒,杰瑞米·雷纳,Matthew Zuk,庞·克莱门捷夫,蒂凡尼·埃斯佩森,Steve Gan,Martavious Gayles,伊德瑞斯·艾尔巴,罗斯·马昆德,杰克·科比,伊丽莎白·奥尔森,罗伯特·廷斯利,Kejuan London Keith,伊万·雅格布斯,塞缪尔·杰克逊,利蒂希娅·赖特,泰瑞·诺塔里,戴夫·巴蒂斯塔,James Siderits,特伦特·欧派洛克,安妮·比萨比亚,乔·罗素,克里斯·海姆斯沃斯,保罗·贝坦尼,凯利·波特,查德维克·博斯曼,林童,弗洛伦丝·卡松巴,杰里米·阿布里亚尔,拉塞尔·厄尔,Perla Middleton,凯莉·库恩,塞尔吉奥·布里奥内斯,罗伯特·普拉尔戈,迈克尔·狄龙,汤姆-沃恩-劳勒,Kevin Montgomery,Jared Moser,克里斯·埃文斯,保罗·阿克里,本尼迪特·王,约翰·盖蒂尔,斯嘉丽·约翰逊,范·迪塞尔"
