name,boxoffice,Unit,Director,genre,date,actor
微微一笑很倾城,27500,万,"赵天宇,金依萌","剧情,爱情,奇幻",2016-08-12大陆上映,"王子桀,伊娜,陈洪伟,吴倩,谭松韵,邝志良,李九霄,林宁,夏欣,金依萌,王子杰,苗钟真,傅斌星,初钰斐,梦秦,李炳强,李彦杰,邸琨,石震子,房迎,施雯,Asuka Ito,Nao Sato,黄薇,白宇,安巍,王宗贤,安韩瑾,程伊,宋奕星,沈飞弦,曹毅,吴玉芳,王紫璇,杨颖,王争,米春林,周莉,张梓豫,黄晓明,顾漫,马小高,庞瀚辰,王思聪,崔鹏程,贾新乐,刘循子墨,赵依芳,井柏然,李现,潘彧,杜雨宸,刘辰,张一白,李沁"
危城,16700,万,陈木胜,"剧情,动作,犯罪",2016-08-12大陆上映,"陈梓存,彭于晏,祁高坤,江疏影,慕秋琰,袁长长,王宇,陈嘉仪,周焯华,李菁,王一洋,郭勇,梁巍,姜皓文,李林,任磊,吴廷烨,甘智勤,张贵博,章林,梁展锋,王胜利,罗伟豪,黎耀辉,石占彪,黄俊淇,谭惠贞,张浩,罗浩铭,古天乐,吴京,洪金宝,袁泉,唐耀良,廖启智,简怡珏,陈升仁,邱志伟,薛峰,陈木胜,林小明,梁诗韵,苏拉文雅,孙蛟龙,宋淑鑫,刘敏雄,释彦能,魏玉海,林小强,陈楚强,洪天照,贺刚,刘嘉艺,许志湧,周天宝,刘歌,马志威,郑树新,张竣杰,尼利特龙,谢宁,周世鸿,宋晓军,于冬,王礴,刘青云,松原"
绝地逃亡,88700,万,雷尼·哈林,"喜剧,动作",2016-07-21大陆上映,"火线,施诗,勃小龙,陈志英,化聪颖,乔·埃德里安,Daniel Garcia,Alex Tanaka,Johnson Phan,赵佳霖,布莱恩·盖特伍德,何贵光,陈光荣,Sara Maria Forsberg,韩冠华,安德鲁·达兹,延政勋,陈国雄,Charlie Rawes,初钰斐,本大卫·格拉宾斯基,张蓝心,马铁摩,吴永伦,Brayden Handcock,邱意浓,王敏德,范冰冰,约翰尼·诺克斯维尔,那威,刘静仪,吴耀汉,石占杰,Youn Junghoon,杰·朗吉诺,许宏宇,姜宝成,李季夫,李敏,曾志伟,赵文瑄,汪小敏,Charlie Coker,白詠安,伍刚,刘世运,白希珀,魏允熙,蔡佳涵,Damien Saccani,Svitlana Zavialova,马文璞,欧阳宝屏,David Gerson,郭品超,窦微,保罗·菲利普·克拉克,吉丽,Esmond Ren,Adrian Chan,Jai Day,托马尔·奥兹,亚历桑德罗·田中,伊芙·托雷斯,成龙"
夏有乔木 雅望天堂,15600,万,赵真奎,"爱情,剧情",2016-08-05大陆上映,"罗光旭,包贝尔,柯利明,宋宪强,崔健,顾佳凤,周元,杜华,慕琦,邱衡,张瑶,卢杉,黄征,吴亦凡,成侑彬,刘晔,曹英睿,籽月,韩庚,陈辉,隋抒洋,王韦"
新大头儿子和小头爸爸2一日成才,9032,万,"何澄,张振益","喜剧,动画,家庭",2016-08-19大陆上映,"刘纯燕,郏捷,吴楠,肖白,鞠萍,林永健,张振益,耿晨晨,何子然,陈苏,黄炜,叶琳,吴垠,范春生,肖迪,董浩,林大竣,贺崧,毛毛虫"
封神传奇,28300,万,"许安,杨龙澄","动作,奇幻,古装",2016-07-29大陆上映,"张炭,石秉正,王腾,张少川,李胜达,向华强,约翰·戴布尼,刘道南,钱国旭,许仲琳,张志光,贺勋,李栋全,Gareth Repton,范冰冰,周小飞,杨恭如,古天乐,孙子荣,尹冬,陈小春,赵姝婷,张兆康,张书玉,胡顺儿,黄岳泰,安志杰,谷文泽,杨颖,杨龙澄,李庆誉,叶伟信,许晴,黄晓明,吴屹桐,贺敬德,蔡衍泽,祖峰,刘歌,王子鹏,李连杰,文章,梁家辉,张叔平,马云超,向佐,李小波"
他是龙,6005,万,因达尔·詹杜巴耶夫,"爱情,冒险,奇幻",2016-08-19大陆上映,"弗亚切斯拉夫·切普尔琴科,Ela Sanko,朱利亚·鲁特伯格,玛利亚·波兹哈娃,Viktor Korolyov,Aleksandr Luchinin,Anastasiya Dubrovina,因达尔·詹杜巴耶夫,阿列克谢·阿尔谢尼耶夫,Marta Timofeeva,阿莲娜·契诃娃,提莫·贝克曼贝托夫,维多利亚·伦佐娃,Andrey Lebedinskiy,彼得·罗曼诺夫,Yola Sanko,马特维·雷科夫,Lyubov Firsova,Yuriy Gorin,列娃·安德烈瓦伊达,玛丽娜·季亚琴科,斯坦尼斯拉夫·柳布申,Yuri Gorin,Egor Zubarchuk,Darya Dubnikova,谢尔盖·季亚琴科"
我们诞生在中国,6652,万,陆川,"剧情,纪录片",2016-08-12大陆上映,"约翰·卡拉辛斯基,陆川,周迅,Brian Leith,洛伊·康利,Jo Frost"
我最好朋友的婚礼,3742,万,"陈飞宏,陈奕利","喜剧,爱情",2016-08-05大陆上映,"滕华涛,洛博·陈,阿尔瓦罗·古铁雷斯,红九,于淼,Jessamine-Bliss Bell,吴亦欢,冯绍峰,凤小岳,司维维,宋茜,Paolo D&#x27;Amico,埃内斯托·马梅利,陈奕利,付鳞然,王浩宇,舒淇,叶青,Haolu Wang,李潇,徐忱"
那件疯狂的小事叫爱情,3656,万,邹佡,"喜剧,爱情",2016-08-12大陆上映,"唐艺昕,周海舸,刘宁,隋凯,杜娟,何炅,邹佡,肖迪,霍汶希,陈伟霆,钟欣潼,纪焕博,高捷,马云宇,应良鹏,钱宇,索朗尼玛,孙怡,利雅博,王之一,谢霆锋,王梓谦,阿步,王凯,刘小倩,李慧,陈伟斌,付博文,聂子皓,郑剑锋,杜海涛,鲍晓曦,郑秀妍,谢真,谷峪,徐仁国,李文玲"
火海凌云,3076,万,"尼古拉·列别捷夫,尼古拉·列别捷夫","剧情,惊悚,冒险,灾难",2016-08-19大陆上映,"尼基塔·米哈尔科夫,谢尔盖 罗曼诺维奇,阿格尼·格鲁迪特,Nikolai Kulikov,凯特丽娜·斯皮茨,Aleksandr Gorokhov,Aleksey Onishchenko,Vera Ivanova,谢尔盖·科姆珀,Tikhon Kornev,Leonid Vereschtchaguine,Sergei Nevshupov,谢尔盖·古列维奇,尤里·科罗特科夫,Anton Zlatopolski,Peter Mechkov,Yang Ge,Rayanna Dibs,Irek Hartowicz,Samodelko Alexey,谢尔盖·加扎罗夫,Artem Vassiliev,弗拉基米尔·马什科夫,谢尔盖·沙库罗夫,尼古拉·列别捷夫,伊连娜·雅科夫列娃,Polyakova Zhanna,丹尼拉·科兹洛夫斯基"
泰山归来：险战丛林,30500,万,大卫·叶茨,"动作,冒险,战争",2016-07-19大陆上映,"Samuel Garcia,吉姆·布劳德本特,James Francis Andrews,Fraser Andrews,斯图尔特·贝亚蒂耶,Andrea Gambadoro,Augusts Dakteris,马克·巴德汉姆,约翰·霍林沃斯,James Thomas Scott,Christopher Benjamin,露丝·迈尔斯,特蕾莎·邱吉尔,Charlie Anson,亚历山大·斯卡斯加德,Mac Pietowski,Timothy Scott,Ashley Byam,Marat Khairoullin,Phelim Kelly,Orla McFarlane,Brandon Francis,大卫·斯皮德,Paul Low-Hang,Emmanuel Akwafo,Laura Burwood,Susie Figgis,Rudy Barrow,John Samuel Kande,Jack Hammond,Liv Hansen,卡利·内勒,迈尔斯·贾普,鲁伯特·格雷格森-威廉姆斯,Jack Everson,埃德加·赖斯·巴勒斯,Thomas Coghlan,Fred King,Michael Altoft,亚当·科扎德,Cosima Emmet,Florian Schwienbacher,Richard James-Neale,约翰·达根,Myles Crowder,Clive Brunt,Oliver Lamb,艾拉·珀内尔,Ellen Claire Sutherland,Ola Christian,Hugh Allison,Jaiye Afolabi,卢克·霍普,Roger Evans,Pete Buzzsaw Holland,悉尼·拉利特索尔,Pete Sherrard,Sophia Ramos,Stephen More,Charles-Jean Boucher,Faisal Mohammed,丹尼斯·科洛斯克,Anthony Chisholm,Nathan Benham,Dre Zengarta,Lamin Tamba,Gary Cargill,Bryan Johnson,Gergo Brummel,Charles Babalola,Chris Cartwright,Nick McKinless,Faith Edwards,Stephen Molyneaux,Gino Anganda,Mens-Sana Tamakloe,安东尼·米尔顿,Shaun Smith,Mark Bowsher,Adam Scholes,Owen Walters,Marcus Davis,斯蒂芬·索莫斯,拉斯科·阿特金斯,Cédric Weber,Habib Anibaba,Karen Mkrtchyan,理查德·斯坦利,尼古拉斯·马歇尔,理查德·班克斯,Maxim De Villiers,Aleksander Mikic,Jermaine Humes,Andy Turner,Jeff Longland,本·卓别林,玛德琳·沃拉尔,Miroslav Zaruba,Antony Acheampong,John Harvey Wilson,Marco Flammer,保罗·克里,R.P.爱德华兹,大卫·叶茨,西蒙·拉塞尔·比尔,Adam Starks,Matilda Hedley,Kieran Shekoni,Joy Isa,Joshua Teya,David Allday,奥赛·伊克希尔,安娜·平诺克,Casper Crump,罗瑞·J·塞帕,Adam Ganne,Paul Hamilton,艾利克斯·费恩,克雷格·高特,Amelia Mae Butler,Tamara Sharpe,玛歌特·罗比,Tina Holland,Don Sebastian Fula,Andrew Dunkelberger,Roy Duffy,露西·贝文,克雷格·布鲁尔,Christian Stevens,马特·琼斯,哈德利·弗雷泽,塞缪尔·杰克逊,Duane Francis,Deboh Adeaga-Brown,Fagge Ibrahim,Henry Braham,Alexander Bracq,Julian Gamm,盖伊·波特,Stephen Parker,Caitlin McIntosh,吉娜薇·欧瑞丽,约翰·赫特,克里斯托弗·沃尔兹,阿提拉·G·凯雷克斯,劳伦斯·斯佩尔曼,Ian Mercer,Philippe D&#x27;Imperio,Stephen Stallone Thomas,Abi Adeyemi,Don Gayle,宾利·卡鲁,马特·克洛丝,Helen Evans,杰曼·翰苏,Matt Townsend,艾丽西亚·伍德豪斯,William Wollen,Gary Johnson,Jason King,马克·普雷斯顿,Eirik Knutsvik,约翰·科里,Tyrone Love,Joshua Kekana,Luke Smith,Kayode Akinyemi,尤尔·马西滕,John Harding,大卫·比尔格,Edward Apeagyei,Dimeji Ewuoso,Charlene Durrant,Lamar Lawrence,Mimi Ndiweni,Peter Silva"
神秘世界历险记3,6539,万,王云飞,"动画,奇幻,冒险",2016-07-29大陆上映,"陆揆,张林旭,刘校妤,图特哈蒙,白雪岑,刘芊含,苏尚卿,万延冲,韩啸,王琳熙,孟泉霖,郭政建,张予佟,杨天翔,王云飞,李亦树,冯盛,邓伟锋,宝木中阳,郭浩然,陈丽阳,谢雅欣,陈梅君"
精灵王座,2509,万,宋岳峰,"动画,冒险,奇幻",2016-08-19大陆上映,"赵路,张焕昭,沈达威,胡艺,罗毅,黄莺,卓然,Roger Soffer,孟祥龙,比尔·伯顿,陶典,梁达伟,姚彦泽,周启发,季冠霖,李冯娇,袁国庆,王梓,孙国滨,薛之谦,田甜"
谎言西西里,1805,万,林育贤,爱情,2016-08-09大陆上映,"周冬雨,侯煜,朴铄,邓美恩,胡蓉蓉,热依扎,唐菀,李准基,柳善,孙中川,于昊,王子子,关锦鹏,郭子圣,利雅博,赵文杰,阮经天,邢佳栋"
寒战2,67600,万,"梁乐民,陆剑青","剧情,动作,犯罪",2016-07-08大陆上映,"刘天兰,符晓薇,张少川,彭于晏,李昭桦,蒋志光,杨祐宁,陈滢,陈忠明,郭富城,梁浩楷,江志强,李卓尔,张国柱,范振锋,陆文卫,何韵明,曾景祥,黄文标,曾江,初钰斐,范剑雄,黄泽锋,赵海城,戚务振,王贝儿,余国亮,徐家杰,林伟,莫少宗,蔡雪莹,刘子航,丁乐锶,李治廷,陆剑青,吴樾,马伊琍,黄家宝,周笔畅,傅楚卉,廖殷曼,梁乐民,周润发,李凯贤,陈嘉俊,金培达,朱慧敏,钱嘉乐,杨采妮,黄德斌,梁健平,何伟业,何启南,汤怡,唐宁,骆应钧,尹子维,江平,Jordan Goldman,杨天经,林敬刚,范志博,方健仪,黄庆勋,伍家谦,关智耀,梁伟民,文咏珊,梁华生,李子雄,梁家辉,刘辰,吴炜伦,何卓莹,李耀强,戴耀明,叶绍麒,林文龙"
大鱼海棠,56400,万,"梁旋,张春","剧情,动画,奇幻",2016-07-08大陆上映,"泽田敏子,九儿,阿杰,李昭桦,刘校妤,王德顺,王长田,程宇,曾景祥,金士杰,李天湖,苏尚卿,郑海音,姜广涛,Eason,千叶翔也,王天昕,陈坤,冯欣然,雨宫天,易巧,吉田洁,黄蕾,杨婷,陈砺志,李晓萍,季冠霖,麦人,潘淑兰,马正阳,许魏洲,周玉广,张春,毕成功,梁旋,薛立方,李宥霆,屠亦然,宝木中阳,佐佐木优子,田甜,陈志良,张媛媛"
忍者神龟2：破影而出,39200,万,戴夫·格林,"喜剧,动作,科幻,冒险",2016-07-02大陆上映,"Joslyn Brewster,Darly Wayne,James Thomas Bligh,丹尼·皮尔斯,Scott Mednick,Langston Arnold Galloway,Sini Hill,Steve Lacy,Portia Backus,Jonathan Redick,皮特·普劳泽克,Jonathan Ercolino,布莱恩·泰勒,Katherine Haber,Tim White,彼得·拉尔德,托尼·夏尔赫布,Aly Mang,April Szykeruk,Andrea Bargnani,泰勒·派瑞,罗伯特·克洛赫赛,Basil Grillo,Antoinette Nikprelaj,Galen Walker,梅根·福克斯,杰瑞米·霍华德,Shanel Felicissimo,Arielle Ingrassia-Smith,Gina Diaz,加斯顿·达尔莫,Nicole Bonifacio,James Zeiss,约翰·卡什,Connor Fux,Alexis Suarez,Besart Taipi,迪索·拉莫斯,布瑞塔妮·石桥,凯文·伊斯特曼,Christopher James Cullen,DJ Plunkett,Opal Alladin,诺尔·费舍,Loukas Papas,Yuko Torihara,Bradley Fuller,Christian Wagner,Derrick Simmons,Anthony Pasqua,James LaRocca,加里·安东尼·威廉斯,布拉德·加内特,张亮,Ryan Burton,Brett McKenzie,David Eggers,Shane Larkin,Karan Choudhary,Nancy Cejari,Liam Ferguson,Jocelyn Montoya,Mike Catapano,桃乐丝·麦卡锡,彼特·唐纳德·巴达拉曼迪二世,Meredith Travers,Marija Skangale,Bennie Road,Sarah Edwards,Justin J. Britton,水源士郎,马科·查卡,Yair Koas,Marc Chouen,Thomas J. Bellezza,ToniAnn Carriere,Matt Barnes,Ken C. Wu,Margo Kazaryan,马丁·莱恩,Amiya Steed,Jeane Fournier,Matt Gorsky,Stef Teran,威廉·菲德内尔,Carolina Schumann,Lou Amundson,Dan Wheaton,肖迪,Takako Haywood,卡梅隆·安东尼,Jake Allyne,康诺福克斯,Lawrence J Murphy,斯坦·德米多夫,迈克尔·贝,Dillon Mathews,Rebecca Ruber,Jahmilla Jackson,埃利斯·卡拉汗,Denis L. Stewart,Michael D. Joseph,Mc Jones,Patrick Hartley Cole,Kristoffe Brodeur,弗莱德·阿米森,Christopher Chickonie,Paul Michael Teutul,亚历桑德拉·安布罗休,Megan Chipperfield,安德烈·内梅克,大卫·雷奇,DeAndre Jordan,Erina Eda,Elena Paloumbis,Jean-Pierre Serret,Justin McGriff,约翰·帕拉迪诺,安德鲁·福姆,Rob Tunstall,Jill Martin,巴勃罗·赫尔曼,Kat Harley,威尔·阿奈特,吴靖萱,Lula Carvalho,劳拉·琳妮,丹妮尔·杜夫,Colleen Gilbert,Keenan Crosland,Jamie Munsey,Austin Rivers,Greg Hildreth,Derek Binsack,Jason Prager,Angelo Foukas,Benji Sills,Jason Erik Zacek,Katherine Grames,布雷特·阿扎尔,米克·奥罗克,James Currier,约翰尼·诺克斯维尔,Scott Eliasoph,Lisa Zebrowski,菲尔·卡帕多拉,Kerry Dutka,茱蒂斯·哈格,阿兰·里奇森,Justin van Duyne,Holly Glasser,Mario Tarquinio,Grant Curtis,布莱恩·泰,Luke Frey,Courtney L. Kirkland,希莫斯,Quincy Acy,Edwin J. Birmingham,Alex Xenos,迪恩·文特斯,乔什·阿佩尔鲍姆,Spiro Razatos,丹尼·伍德伯恩,Christina Fuentes,罗伯特·韦弗,斯蒂芬·阿梅尔,保罗·阿克里,Melanie Blake Roth,Prashant Rai,迈尔斯·哈姆帕斯,Nora Sommerkamp,David M. Tan"
致青春·原来你还在这里,33600,万,周拓如,"剧情,爱情",2016-07-08大陆上映,"敦勇,王铮亮,金世佳,陈燃,尹思勰,颜景瑶,刘晨霞,Vadym Melnycenko,刘潇,韩冰,林宁,柯利明,宋宪强,鲁天航,Kira Kolesnykova,肖京,吴旭,张为傈,刘祥彪,顾佳凤,乔任梁,宋威,王太利,曹平,于红超,杜华,郑晓龙,周拓如,陈祉希,顾志磊,陈可达,邱衡,戴宗,葛天惠,郝劭文,周红,辛夷坞,傅若清,张啸昂,楚健,潘启言,阿丽亚,白文娟,吴亦凡,杨佳艳,杨丹,王为民,臧洁,陈欣予,李梦,黄群飞,王家维,卢军,梁艳,刘亦菲,潘国锋,彭鸣宇,李芸,张为僳,赵晓时,刘辉,潘彧,王兴飞,邱海斌,华楠,席小唐,张一白,李强,李沁,程昱泓"
赏金猎人,21300,万,申太罗,"剧情,喜剧,动作,悬疑",2016-07-01大陆上映,"黄子桓,李耀景,Hwang Taegun,申太罗,金瑜美,张凯骐,吴千语,肖迪,邓昌明,李相直,黄百鸣,赵瑜,赖媛,Jones Jeremy,李凯,汤嬿,樊少皇,徐正溪,催舜植,张孟晚,修晓永,卢英英,金圭烷,钟汉良,唐嫣,宋晓涛,黄紫燕,河然柱,赵尔丁,裴振雄,陈旧,金伟,阮文雯,赵山,张昭,李敏镐,钱高高,张营熏,奚兆俊"
惊天魔盗团2,63700,万,朱浩伟,"喜剧,动作,惊悚",2016-06-24大陆上映,"Gloria Peñaranda,克莱尔·贺拉斯,Alphonso Lowhing,艾德·索罗门,莫松钢,William Henderson,Erica Melargo,Jason Nicholls-Carrer,亨利·劳埃德-休斯,Emma Mash,戴夫·弗兰科,大卫·马利诺夫斯基,Michael MacKenzie,Tatiana Zarubova,布莱恩·泰勒,文斯·泰勒,Irina Klimovich,Shina Shihoko Nagai,爱德华·里科,Aedin Adams,Kevin Fyfe,Teresa Mahoney,Kornelia Horvath,吉姆·皮里,Karl Hussain,Kapish John Ogbebor,丽兹·卡潘,Emmanuel Akwafo,Kapish OJO,Jem Wilner,Greg Mckenzie,克莱姆·索,大卫·沃肖夫斯基,马克·凯奥耶,Annarie Boor,马克·艾伦,丹尼尔·韦斯特伍德,斯图尔特·布伦,刘大航,Karen Cohen,贝恩·科拉科,伍迪·哈里森,Matt Johnson,乔·惠特利,Sandrine Loisy,保罗·布莱克维尔,布鲁斯·钟,Aaron Sequerah,丹尼尔·雷德克里夫,Martin Foley,亚历山大·库珀,Simon Connolly,隋桂凤,John Casali,黄芬芬,Tim Baros,鲍兹·亚金,罗伯托·奥奇,朱迪·法尔,James Ashwill,Dom Channing-Williams,Christopher Logan,Cindy Roubal,Andrew Heard,Leona Carlo,Dolly Ballea,Maureen Warrington,李镇男,Alphonso Austin,Stan Salfas,迪诺·费切尔,Dominic Masters,Emily Ng,Jessica Keller,Tania Couper,迈克尔·凯恩,马克·鲁法洛,Tai Yin Chan,Sharon Seymour,Bobby Cohen,Yue Ting Cheng,Gergo Brummel,梅丽莎·加洛韦,Nichole Bird,杨波,路易斯·罗萨多,汤姆·莱耶,大卫·乔治乌,桑娜·莱瑟,Richard Herdman,Grace McInnes,安东尼·米尔顿,Guna Gultniece,贾斯婷·瓦希伯格,艾薇·维,周采芹,拉斯科·阿特金斯,Jane Hardcastle,理查德·斯坦利,Jessica Brooks,Shihoko Nagai,Marianne Malleck,Alexa Brown,孟令军,Zoey Callandria Jones,玛丽·特里西亚·伍德,Judit Novotnik,Anushka Cross,Fenfen Huang,John Cooke,Nora Robertson,Sian Miller,Amber Elizabeth,Mairead Armstrong,Lauren Beacham,戴维·奥拉瓦莱·阿印德,Donald Chimombe,Anthony Smith,Vera Horton,大卫·科波菲尔,Zee Omar,Oliver Jolliffe,劳拉·马塔沙,丹尼尔·斯蒂森,卡尔·麦克米兰,Raj Awasti,Miroslav Zaruba,Alexander Furno,德博拉·阿奎拉,Tatsujiro Oto,Anna Bass,Emyr Glyn Rees,黄竣锋,Marc Benanti,Sid Man,保罗·克里,Abbie Sheridan,Grant Butler,Arthur Wilde,Missy Malek,Celina Nessa,Jahmilla Jackson,James Richard Marshall,Vinita Sharma,Tim Dayman,崔晓东,Krysada Phounsiri,Mark Haldor,汪小敏,Conny Stadler,豪尔赫·莱昂·马丁内斯,Cameron Edwards,Alberto Calvet Gonzalez,Chris Carrico,赵鑫,Remo Tozzi,李·尼古拉斯·哈里斯,Chris Lyons,Michael Walters,Gemma Richards,Richard Benny Bentham,Andy Mihalache,Julian Stone,Andrew Dunkelberger,Don Sebastian Fula,Rogers Leona,罗礼贤,丽塔-麦克唐纳丹帕,Gemma George,Nadia Townsend,Nicky Knowles,Yumiko Hanasaka,Zach Gerard,Emily Doherty,艾里克斯·库兹曼,Mary Boulding,Danielle Bird,Greg Brummel,彼得·基亚雷利,Varada Sethu,Kostyantyn Volkov,Nina Kumar,阿提拉·G·凯雷克斯,马丁·德兰尼,Nada Maache,Krystal Ellsworth,彼得·迪明,周杰伦,理查德·莱恩,安娜·B·薛帕德,Don Gayle,本兰博,赵智磊,阿德南·穆斯塔法,Kim-Anh Le-Pham,Brick Patrick,Cyd Casados,Felix J. Micklewhite,Boyd Rogers,杰西·艾森伯格,Richard Clark,Lovell Richards,弗朗西丝·汉农,Perry Burke,摩根·弗里曼,Sonu Louis,A.k. Steppa,Michael Cooke,马克·普雷斯顿,帕梅拉·库珀贝特西,Julie Dartnell,Vassiliki Tzanakou,Andrew Mannion,Pavlina Andreevska,纪艳芳,Jose Premole,虞桐伟,安吉拉·巴松,Daisy Baldry,Gregg Barbanell,亚历山德拉·弗雷泽,大卫·比尔格,Ray Marston,Izabella Ferencz,Vivien Kent,泰·赫尔利,萨凡纳·古斯瑞,Candice Lam,Stuart Kearns"
陆垚知马俐,19100,万,文章,"喜剧,爱情",2016-07-15大陆上映,"张一鸣,陈可辛,包贝尔,林宁,包文婧,岳小军,吕云骢,郭京飞,李晓,九孔,罗炼羽,宋佳,李晓亮,曹世平,贺勋,陶慧,白宇,刘肃,安巍,于莎莎,马伊琍,李晨,常远,杜家毅,谢易真,许宏宇,刘楚恬,郭涛,周肖林,高蓓蓓,常方源,魏树菊,冯媛,刘丰源,大兵,朱亚文,文章,艾尼瓦尔·乌甫尔,焦刚,董立范,陈赫,哈智超,刘辰,焦俊艳"
独立日：卷土重来,50200,万,罗兰·艾默里奇,"动作,冒险,科幻",2016-06-24大陆上映,"Christa Munro,史蒂芬·布莱克史密斯,Jonathan Lane,Jonathan Richards,Sam Quinn,Landon Hill,Cory Kapahulehua,Alan Humphrey,Eric Sundahl,Gerry Garcia,Ben Wang,Lorus Allen,Brian Bolman,Katrina Kavanaugh,Brian Barela,罗兰·艾默里奇,杰夫·高布伦,Stephen Oyoung,Kevin Collins,利亚姆·海姆斯沃斯,Ryan Baloy Rivera,Evan Bryn Graves,Stephen M. Hardin,克莱顿·索尔伯格,Raiden Integra,David Melendez,Mark S. Allen,Rooter Wareing,Mark Hofeling,David Loving,杰西卡·卡林顿,John Grissom,瑞恩·卡特赖特,Sal Koussa,Diana Gaitirira,Gabrielle Chevalier,Michael Davis,Donovan Tyee Smith,Ava Del Cielo,弗伯·戴瓦尔,Paul Caster,特拉维斯·汉默,Marc Weigert,迈克尔·洛夫·托利弗,Justin Raleigh,迪安·德夫林,Matthew Munroe,乔伊·金,泽博·桑德斯,迪索·拉莫斯,Leilei Chen,Lisy Christl,Nicholas Ballas,Crystal Udy,Corey Sondrup,Eddie Chuculate,Andrew James Bleidner,Benjamin Isaiah Wolfe,约翰尼·奥托,Edward Butron,福尔克·恩格尔,Markus Förderer,Nathaniel Augustson,Michael E. Stogner,理查德·比尔,特拉维斯·托普,Patrick Juarez,Phil Sperandeo,Alexander Daniel Pimentel,Tom Kwiat,Barry Chusid,Edward A. Duran,卡贾尔多·林赛,Charles Adam West,Justin Arnsworth,Jon McGarrah,维多利亚·L·莫亚,Lawrence Gilligan,Julian Petersen,卡蒂·马克西,比尔·普尔曼,海斯·威尔弗德,David Devereaux,Christian Simpson,Joseph P. Santillanes,麦卡·梦露,Gabriel Schmidt,Robert O. Baker,Justin D. Moore,埃蒙·巴特勒,Aurora Antonio,Jerry Walker,Nathan Brimmer,亚伦·邓普顿,莫妮克·坎德拉里亚,詹姆斯·范德比尔特,约书亚·米克尔,丹尼·温,Mark W. Logan,Tiffany Quilter,Ryan Allen,Josh LaCombe,Sylvie Hagan,大卫·阿诺德,Morse Bicknell,Carsten H.W. Lorenz,夏洛特·甘斯布,Shad Adair,Ute Emmerich,威廉·菲德内尔,贾德·赫希,塞巴斯蒂安·莱内尔,Aaron Tyler,Robert Douglas,赵路,Shannan Wagenman,Wren Barnes,尼古拉斯·莱特,Jonathan Ray,Alice Rietveld,丹特·布里根斯,布兰登·巴恩斯,Todd Bethke,约翰·斯托里,Toney Anton,McKenna Wagenman,达沃·拉基,袁文忠,薇薇卡·福克斯,Mona Malec,Vaughn Odenbrett,Jason E. Hill,Tyler Kurtz,Steve Larese,Patrick M. Sullivan Jr.,罗伯特·劳吉亚,Jeremy Sims,K.C. Hodenfield,格本加·阿金纳格贝,Nate Warren,Victor A. Najera,杰西·厄舍,雅各布·布朗,Alison Grainger,Jamie H. Jung,Chris Romrell,Adam Wolfe,Jenna Purdy,Clark Willis,Marlon V. Gaines,兰斯·利姆,Kenny Leu,Jacob Christopher Johnson,Jade Scott Lewis,Daniel Pattison,Sean Strahon,Alma Sisneros,Adam Parent,Andrei Lapionak,J.P. Murrieta,Catharine Pilafas,Marika Day,乔尔·维里格尔,Harrison Kavanaugh,Ivan G&#x27;Vera,Omar Diop,Taylor Wagenman,Jai James,斯塔福德·道格拉斯,Justin Lotz,Joel Virgil Vierset,Brent Wayne Sanders,凯利·沃恩卢·西奥,Garrett Wareing,John T. Pope III,詹姆斯·A·伍兹,黄经汉,Arturo del Puerto,Valerie Adams,Otis Winston,Mark Falvo,黄芝琪,Akshay Patel,Colt Balok,温贝托·卡斯特罗,Tahseen Ghauri,Monique McKellop,David Grant Wright,Grizelda Quintana,凯茜·梅瑟,Clint Wallace,卡特·布兰查德,Gregory Paul Valdez,雪拉·渥德,Robert Neary,Benny James,杨颖,安东尼·J·桑科,道比·欧帕瑞,Joe Warshaw,帕特里克·圣埃斯普利特,布伦特·斯皮内,Jeremie Dalaba,Hans Obma,Jeffrey M. Williams,Julian Wondolowski,David Stanford,Jetto Dorsainville,William Greely,哈洛德·克卢瑟,Jonathan Lund,贝丝·贝利,Kyle Pierson,Jade Kammerman,David Miller,Jack T. Silliman,托马斯·旺克,Ciara Bergman,麦肯娜·格瑞丝"
哆啦A梦：新·大雄的日本诞生,10300,万,八锹新之介,"动画,冒险,科幻",2016-07-22大陆上映,"八锹新之介,音频怪物,黎筱蒙,林美秀,天悬星河,谢昀杉,图特哈蒙,李兰陵,张圣,薛成,山新,王振,白石凉子,曹云图,小连杀,杨希,陈美贞,木村昴,闫枫丹,郭盛,关智一,陈喆,张云明,郭默凌,嘉数由美,莫宇微,水田山葵,沈念如,藤子·F·不二雄,王晗嘉宝,边薇,李铫,幽舞越山,皇贞季,小祈,金琪,阎么么,林强,大原惠美,洛如菲,邢凯新,佟心竹"
惊天大逆转,7846,万,李骏,"动作,悬疑,犯罪",2016-07-15大陆上映,"金信雄,李仁圭,李晟齐,喇培康,丁小洋,于鸿志,姓胤镛,赵海城,刘燕铭,杨帆,昱霖,王佳任,李政宰,闵武济,赵贤民,韩肯,张孟晚,金志娥,赵岭,许允源,刘宏宇,崔陆萌,钟汉良,江平,Gi-jeong Kim,崔珉荣,王浩宇,李彩英,凌红,安东圭,邓萌,郎月婷"
所以……和黑粉结婚了,8102,万,金帝荣,"喜剧,爱情",2016-06-30大陆上映,"韦至,姜潮,汪燕,金恩静,许可嘉,史文翔,袁雨萱,朴灿烈,徐珠贤,袁姗姗,耿国鑫"
